Year,Title,Length,Score,Sales,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7
2000,The Beach,9,63,144,Drama,Adventure,Romance,Thriller,0,0,0
2000,Snow Day,8,48,0,Comedy,Family,0,0,0,0,0
2000,Hanging Up,10,50,36,Comedy,Drama,0,0,0,0,0
2000,The Whole Nine Yards,20,62,106,Comedy,Crime,0,0,0,0,0
2000,Pitch Black,11,67,53,Thriller,Science Fiction,Action,0,0,0,0
2000,Boiler Room,11,65,28,Crime,Drama,Thriller,0,0,0,0
2000,Wonder Boys,11,69,0,Comedy,Drama,0,0,0,0,0
2000,Reindeer Games,14,54,32,Thriller,0,0,0,0,0,0
2000,3 Strikes,9,59,9,Action,Comedy,Romance,0,0,0,0
2000,What Planet Are You From?,25,54,0,Comedy,Drama,Romance,Science Fiction,0,0,0
2000,The Next Best Thing,19,43,24,Comedy,0,0,0,0,0,0
2000,Drowning Mona,13,54,15,Comedy,Crime,Mystery,0,0,0,0
2000,Mission to Mars,15,57,60,Science Fiction,0,0,0,0,0,0
2000,Deterrence,10,61,0,Action,Drama,Mystery,Thriller,0,0,0
2000,The Young Unknowns,18,0,0,Drama,0,0,0,0,0,0
2000,The Perfect Storm,17,62,325,Drama,0,0,0,0,0,0
2000,Final Destination,17,64,53,Horror,0,0,0,0,0,0
2000,High Fidelity,13,70,47,Comedy,Drama,Romance,Music,0,0,0
2000,Erin Brockovich,15,71,256,Drama,0,0,0,0,0,0
2000,Digimon: The Movie,18,62,0,Fantasy,Animation,Science Fiction,Family,0,0,0
2000,Romeo Must Die,14,60,91,Action,Crime,Thriller,0,0,0,0
2000,Here On Earth,13,54,0,Romance,0,0,0,0,0,0
2000,Whatever It Takes,17,50,9,Drama,Comedy,Romance,0,0,0,0
2000,The Skulls,10,58,35,Crime,Drama,Thriller,0,0,0,0
2000,The Road to El Dorado,21,70,76,Adventure,Animation,Comedy,Family,0,0,0
2000,28 Days,7,60,0,Comedy,Drama,0,0,0,0,0
2000,Return to Me,12,61,36,Romance,Comedy,Drama,0,0,0,0
2000,Ready to Rumble,15,47,12,Action,Comedy,Drama,0,0,0,0
2000,American Psycho,15,73,34,Thriller,Drama,Crime,0,0,0,0
2000,Keeping the Faith,17,59,37,Comedy,0,0,0,0,0,0
2000,U-571,5,61,127,Action,Drama,Thriller,War,0,0,0
2000,Love & Basketball,17,74,27,Action,Comedy,Drama,Romance,0,0,0
2000,Gossip,6,55,5,Drama,Mystery,Thriller,0,0,0,0
2000,Where the Heart Is,18,69,33,Comedy,Drama,Romance,0,0,0,0
2000,The Yards,9,60,0,Drama,Action,Thriller,Crime,0,0,0
2000,The Flintstones in Viva Rock Vegas,34,44,59,Science Fiction,Comedy,Family,Romance,0,0,0
2000,Frequency,9,70,68,Crime,Drama,Science Fiction,Thriller,0,0,0
2000,Gladiator,9,79,457,Action,Drama,Adventure,0,0,0,0
2000,The Basket,10,65,0,Drama,0,0,0,0,0,0
2000,Michael Jordan to the Max,25,75,21,Documentary,0,0,0,0,0,0
2000,I Dreamed of Africa,19,53,0,Romance,Drama,Adventure,0,0,0,0
2000,Battlefield Earth,17,30,21,Action,Science Fiction,War,0,0,0,0
2000,Screwed,7,49,0,Action,Comedy,0,0,0,0,0
2000,Center Stage,12,68,17,Drama,Music,0,0,0,0,0
2000,Shadow of the Vampire,21,66,8,Drama,Horror,0,0,0,0,0
2000,Dancer in the Dark,18,76,40,Drama,Crime,Music,0,0,0,0
2000,Cecil B. Demented,17,62,0,Thriller,Comedy,Crime,0,0,0,0
2000,Billy Elliot,12,74,110,Drama,Comedy,Music,0,0,0,0
2000,Small Time Crooks,17,64,0,Action,Comedy,Crime,0,0,0,0
2000,Road Trip,9,59,119,Comedy,Adventure,0,0,0,0,0
2000,Dinosaur,8,62,354,Animation,Family,0,0,0,0,0
2000,Mission: Impossible II,22,59,546,Adventure,Action,Thriller,0,0,0,0
2000,Shanghai Noon,13,62,56,Adventure,Action,Comedy,Western,0,0,0
2000,Big Momma's House,17,56,173,Crime,Comedy,0,0,0,0,0
2000,Groove,6,56,0,Drama,Music,Romance,0,0,0,0
2000,Gone in Sixty Seconds,21,61,237,Action,Crime,Thriller,0,0,0,0
2000,Shaft,5,55,107,Action,Adventure,Crime,Thriller,0,0,0
2000,Titan A.E.,10,63,36,Animation,Action,Science Fiction,Family,Adventure,0,0
2000,Boys and Girls,14,54,20,Comedy,Drama,Romance,0,0,0,0
2000,Amores perros,13,76,20,Drama,Thriller,0,0,0,0,0
2000,Chicken Run,11,65,224,Animation,Comedy,Family,0,0,0,0
2000,Me, Myself & Irene,18,61,149,Comedy,0,0,0,0,0,0
2000,The Patriot,11,68,215,Drama,History,War,Action,0,0,0
2000,The Adventures of Rocky & Bullwinkle,36,39,35,Action,Adventure,Animation,Comedy,Family,0,0
2000,Aberdeen,8,70,0,Drama,Comedy,Foreign,0,0,0,0
2000,The Kid,7,60,69,Fantasy,Comedy,Family,0,0,0,0
2000,Pokémon: Spell of the Unknown,30,59,68,Adventure,Fantasy,Animation,Action,Family,0,0
2000,X-Men,5,68,296,Adventure,Action,Science Fiction,0,0,0,0
2000,The In Crowd,12,47,5,Thriller,0,0,0,0,0,0
2000,What Lies Beneath,17,63,155,Drama,Horror,Mystery,Thriller,0,0,0
2000,Loser,5,50,0,Drama,Comedy,Romance,Family,0,0,0
2000,Thomas and the Magic Railroad,29,46,0,Animation,Drama,Family,Science Fiction,0,0,0
2000,Nutty Professor II: The Klumps,30,47,123,Fantasy,Comedy,Romance,Science Fiction,0,0,0
2000,Coyote Ugly,11,58,113,Comedy,0,0,0,0,0,0
2000,Space Cowboys,13,63,128,Action,Adventure,Thriller,0,0,0,0
2000,Hollow Man,10,56,190,Action,Science Fiction,Thriller,0,0,0,0
2000,Psycho Beach Party,18,60,0,Comedy,0,0,0,0,0,0
2000,The Replacements,16,61,0,Comedy,0,0,0,0,0,0
2000,Bless the Child,15,49,0,Drama,Horror,Thriller,Crime,0,0,0
2000,Autumn in New York,18,57,0,Drama,Romance,0,0,0,0,0
2000,The Cell,8,60,104,Horror,Science Fiction,Thriller,0,0,0,0
2000,The Original Kings of Comedy,28,63,0,Comedy,0,0,0,0,0,0
2000,The Crew,8,64,0,Action,Comedy,0,0,0,0,0
2000,The Art of War,14,56,30,Crime,Action,Adventure,0,0,0,0
2000,Bring It On,11,58,90,Comedy,0,0,0,0,0,0
2000,O Brother, Where Art Thou?,26,73,71,Action,Adventure,Comedy,0,0,0,0
2000,Nine Queens,11,74,0,Crime,Drama,Thriller,0,0,0,0
2000,Whipped,7,31,0,Comedy,Romance,0,0,0,0,0
2000,Snatch,6,77,83,Thriller,Crime,0,0,0,0,0
2000,Highlander: Endgame,19,44,15,Action,Fantasy,Science Fiction,0,0,0,0
2000,Dinner Rush,11,71,0,Drama,Action,Thriller,0,0,0,0
2000,Pollock,7,66,0,Drama,Romance,0,0,0,0,0
2000,The Way of the Gun,18,64,19,Action,Crime,Drama,Thriller,0,0,0
2000,The Watcher,11,49,0,Mystery,Thriller,0,0,0,0,0
2000,The Circle,10,66,0,Drama,Foreign,0,0,0,0,0
2000,Nurse Betty,11,59,0,Comedy,Crime,Thriller,0,0,0,0
2000,Fiza,4,61,0,Drama,Foreign,Romance,0,0,0,0
2000,Duets,5,55,0,Comedy,Drama,Music,0,0,0,0
2000,Brother,7,68,15,Crime,Drama,Thriller,0,0,0,0
2000,Sexy Beast,10,70,0,Crime,Drama,Thriller,0,0,0,0
2000,Men of Honor,12,70,48,Drama,0,0,0,0,0,0
2000,Rugrats in Paris: The Movie,27,60,0,Adventure,Animation,Comedy,Family,0,0,0
2000,Almost Famous,13,74,47,Drama,Music,0,0,0,0,0
2000,Urban Legends: Final Cut,24,44,38,Horror,0,0,0,0,0,0
2000,Best in Show,12,67,0,Comedy,0,0,0,0,0,0
2000,Woman on Top,12,55,0,Comedy,Drama,Romance,0,0,0,0
2000,The Specials,12,55,0,Action,Comedy,0,0,0,0,0
2000,The House of Mirth,18,64,5,Drama,Romance,0,0,0,0,0
2000,Remember the Titans,19,74,136,Drama,0,0,0,0,0,0
2000,George Washington,17,64,0,Drama,0,0,0,0,0,0
2000,Crouching Tiger, Hidden Dragon,30,72,213,Adventure,Drama,Action,Romance,0,0,0
2000,Meet the Parents,16,66,330,Comedy,Romance,0,0,0,0,0
2000,Get Carter,10,48,19,Action,Drama,Thriller,Crime,0,0,0
2000,Bamboozled,10,63,0,Comedy,Drama,0,0,0,0,0
2000,102 Dalmatians,14,51,183,Comedy,Family,0,0,0,0,0
2000,Memento,7,81,39,Mystery,Thriller,0,0,0,0,0
2000,Pay It Forward,14,70,55,Drama,Romance,0,0,0,0,0
2000,The Ladies Man,14,57,13,Comedy,0,0,0,0,0,0
2000,The Contender,13,67,0,Drama,Thriller,0,0,0,0,0
2000,Lost Souls,10,45,0,Horror,Thriller,0,0,0,0,0
2000,Bedazzled,9,56,90,Fantasy,Comedy,Romance,0,0,0,0
2000,The Little Vampire,18,61,13,Family,Horror,0,0,0,0,0
2000,Requiem for a Dream,19,79,7,Crime,Drama,0,0,0,0,0
2000,Lucky Numbers,13,49,0,Action,Adventure,Comedy,Crime,Romance,Thriller,0
2000,Book of Shadows: Blair Witch 2,30,43,0,Mystery,Thriller,Horror,0,0,0,0
2000,Mercy Streets,13,55,0,Action,Adventure,Drama,0,0,0,0
2000,The Legend of Bagger Vance,26,63,39,Fantasy,Drama,0,0,0,0,0
2000,Charlie's Angels,16,56,264,Action,Adventure,Comedy,Crime,Thriller,0,0
2000,Red Planet,10,54,33,Thriller,Action,Science Fiction,0,0,0,0
2000,Little Nicky,12,52,0,Comedy,Fantasy,Romance,0,0,0,0
2000,Unbreakable,11,69,248,Science Fiction,Thriller,Drama,0,0,0,0
2000,You Can Count on Me,19,68,0,Drama,Romance,0,0,0,0,0
2000,The 6th Day,11,57,96,Science Fiction,0,0,0,0,0,0
2000,How the Grinch Stole Christmas,30,62,345,Family,Comedy,Fantasy,0,0,0,0
2000,Quills,6,68,7,Drama,0,0,0,0,0,0
2000,Vertical Limit,14,59,215,Action,Adventure,Thriller,0,0,0,0
2000,Proof of Life,13,60,0,Action,Adventure,Drama,Romance,Thriller,0,0
2000,The Emperor's New Groove,24,72,169,Adventure,Animation,Comedy,Family,Fantasy,0,0
2000,All the Pretty Horses,21,58,0,Drama,Romance,Western,0,0,0,0
2000,The Family Man,14,65,0,Comedy,Drama,Romance,Fantasy,0,0,0
2000,Miss Congeniality,17,61,212,Comedy,Crime,Action,0,0,0,0
2000,Chocolat,8,68,152,Comedy,Drama,Romance,0,0,0,0
2000,What Women Want,15,61,374,Comedy,Romance,0,0,0,0,0
2000,Dude, Where’s My Car?,23,52,73,Comedy,0,0,0,0,0,0
2000,Finding Forrester,17,70,80,Drama,0,0,0,0,0,0
2000,Dracula 2000,12,46,33,Thriller,Horror,0,0,0,0,0
2000,Cast Away,9,75,429,Adventure,Drama,0,0,0,0,0
2000,An Everlasting Piece,20,60,0,Comedy,Crime,0,0,0,0,0
2000,Thirteen Days,13,69,34,Drama,Thriller,0,0,0,0,0
2000,Traffic,7,69,207,Thriller,Drama,Crime,0,0,0,0
2000,The Claim,9,56,0,Drama,Romance,Western,0,0,0,0
2001,Harvard Man,11,48,0,Drama,0,0,0,0,0,0
2001,American Desi,13,50,0,Drama,Comedy,Romance,0,0,0,0
2001,The Pledge,10,65,29,Crime,Drama,Mystery,Thriller,0,0,0
2001,Save the Last Dance,19,63,91,Drama,Family,Romance,Music,0,0,0
2001,Double Take,11,55,0,Adventure,Drama,Action,Comedy,Romance,0,0
2001,Antitrust,9,58,18,Action,Crime,Drama,0,0,0,0
2001,Super Troopers,14,66,18,Comedy,Crime,Mystery,0,0,0,0
2001,Donnie Darko,12,77,1,Fantasy,Drama,Mystery,0,0,0,0
2001,Dogtown and Z-Boys,18,72,0,Documentary,0,0,0,0,0,0
2001,The Caveman's Valentine,23,60,0,Drama,Mystery,Thriller,0,0,0,0
2001,The Business of Strangers,25,57,0,Drama,Thriller,0,0,0,0,0
2001,The Believer,12,68,0,Drama,0,0,0,0,0,0
2001,L.I.E.,6,67,1,Drama,0,0,0,0,0,0
2001,Madison,7,53,0,Action,Adventure,Drama,0,0,0,0
2001,The Wedding Planner,19,55,94,Comedy,0,0,0,0,0,0
2001,Recess: School's Out,20,66,44,Science Fiction,Animation,Comedy,Family,0,0,0
2001,Valentine,9,50,0,Horror,Thriller,0,0,0,0,0
2001,Head Over Heels,15,53,10,Comedy,Romance,0,0,0,0,0
2001,Saving Silverman,16,54,19,Comedy,Crime,Romance,0,0,0,0
2001,The Tailor of Panama,20,62,28,Drama,Thriller,0,0,0,0,0
2001,Sweet November,14,64,65,Drama,Romance,0,0,0,0,0
2001,Down to Earth,13,49,0,Fantasy,Comedy,Science Fiction,Romance,0,0,0
2001,Monkeybone,10,43,5,Adventure,Fantasy,Animation,Action,Comedy,0,0
2001,3000 Miles to Graceland,23,58,18,Action,Adventure,Comedy,Thriller,Crime,0,0
2001,The Mexican,11,58,147,Action,Comedy,Crime,Romance,0,0,0
2001,Songcatcher,11,56,0,Drama,Music,0,0,0,0,0
2001,15 Minutes,10,57,56,Action,Crime,Thriller,0,0,0,0
2001,See Spot Run,12,48,0,Action,Comedy,Family,0,0,0,0
2001,Get Over It,11,55,0,Comedy,Romance,0,0,0,0,0
2001,Moulin Rouge!,13,74,179,Drama,Music,Romance,0,0,0,0
2001,Say It Isn't So,15,48,0,Comedy,Romance,0,0,0,0,0
2001,Exit Wounds,11,53,79,Action,Crime,Thriller,0,0,0,0
2001,Enemy at the Gates,18,72,96,War,0,0,0,0,0,0
2001,Elling,6,70,0,Comedy,Drama,0,0,0,0,0
2001,Spy Kids,8,55,147,Action,Comedy,Family,Adventure,0,0,0
2001,The Brothers,12,65,0,Comedy,Drama,Romance,0,0,0,0
2001,Heartbreakers,13,57,0,Crime,Comedy,Romance,0,0,0,0
2001,Tomcats,7,49,23,Comedy,Romance,0,0,0,0,0
2001,Someone Like You...,19,60,0,Comedy,Romance,0,0,0,0,0
2001,Brigham City,12,73,0,Crime,Drama,Mystery,Thriller,0,0,0
2001,Blow,4,74,83,Crime,Drama,0,0,0,0,0
2001,Just Visiting,13,48,0,Comedy,Fantasy,Science Fiction,0,0,0,0
2001,Josie and the Pussycats,23,53,0,Comedy,Music,0,0,0,0,0
2001,Along Came a Spider,19,61,105,Crime,Mystery,Thriller,Action,0,0,0
2001,Joe Dirt,8,55,30,Mystery,Adventure,Comedy,Romance,Drama,0,0
2001,The Other Side of Heaven,24,67,4,Action,Adventure,Drama,Family,0,0,0
2001,Crocodile Dundee in Los Angeles,31,47,39,Adventure,Comedy,0,0,0,0,0
2001,Bridget Jones's Diary,21,65,281,Comedy,Romance,Drama,0,0,0,0
2001,Freddy Got Fingered,19,46,0,Comedy,0,0,0,0,0,0
2001,Kissing Jessica Stein,21,59,10,Comedy,0,0,0,0,0,0
2001,Amélie,7,78,173,Comedy,Romance,0,0,0,0,0
2001,Town & Country,14,37,10,Comedy,Romance,0,0,0,0,0
2001,The Forsaken,12,49,0,Action,Adventure,Horror,Thriller,0,0,0
2001,Driven,6,45,54,Action,0,0,0,0,0,0
2001,The Mummy Returns,17,60,433,Adventure,Action,Fantasy,0,0,0,0
2001,A Knight's Tale,15,66,117,Adventure,Drama,Romance,Action,0,0,0
2001,Angel Eyes,10,56,29,Drama,Romance,Thriller,0,0,0,0
2001,Shrek,5,73,484,Adventure,Animation,Comedy,Family,Fantasy,0,0
2001,Mulholland Drive,16,76,20,Thriller,Drama,Mystery,0,0,0,0
2001,Pearl Harbor,12,66,449,History,Romance,War,0,0,0,0
2001,What's the Worst That Could Happen?,35,51,0,Action,Comedy,0,0,0,0,0
2001,The Animal,10,46,84,Action,Comedy,0,0,0,0,0
2001,Atlantis: The Lost Empire,25,67,186,Animation,Family,Adventure,Science Fiction,0,0,0
2001,Swordfish,9,61,147,Action,Crime,Thriller,0,0,0,0
2001,Y Tu Mamá También,19,73,33,Drama,Romance,0,0,0,0,0
2001,Lara Croft: Tomb Raider,23,57,274,Adventure,Fantasy,Action,Thriller,0,0,0
2001,Bully,5,67,0,Crime,Drama,0,0,0,0,0
2001,The Fast and the Furious,24,66,207,Action,Crime,Thriller,0,0,0,0
2001,Dr. Dolittle 2,14,49,176,Comedy,Family,Romance,Fantasy,0,0,0
2001,Baby Boy,8,74,29,Crime,Drama,Romance,0,0,0,0
2001,Pootie Tang,11,54,0,Action,Comedy,0,0,0,0,0
2001,Pandaemonium,12,45,0,Drama,Foreign,0,0,0,0,0
2001,Crazy/Beautiful,15,66,16,Drama,Romance,0,0,0,0,0
2001,A.I. Artificial Intelligence,28,68,235,Drama,Science Fiction,Adventure,0,0,0,0
2001,Jeepers Creepers,16,61,59,Horror,Thriller,0,0,0,0,0
2001,Final Fantasy: The Spirits Within,33,59,85,Adventure,Action,Animation,Fantasy,Science Fiction,Thriller,0
2001,Scary Movie 2,13,54,141,Comedy,0,0,0,0,0,0
2001,Cats & Dogs,11,50,93,Comedy,Family,0,0,0,0,0
2001,Kiss of the Dragon,18,64,64,Action,Crime,Thriller,0,0,0,0
2001,Shaolin Soccer,14,66,42,Action,Comedy,0,0,0,0,0
2001,The Score,9,67,71,Action,Crime,Thriller,0,0,0,0
2001,Made,4,63,5,Action,Comedy,Thriller,0,0,0,0
2001,Legally Blonde,14,61,141,Comedy,0,0,0,0,0,0
2001,High Heels and Low Lifes,24,64,0,Action,Crime,Comedy,0,0,0,0
2001,America's Sweethearts,21,55,0,Comedy,Romance,0,0,0,0,0
2001,Jurassic Park III,17,57,368,Adventure,Action,Thriller,Science Fiction,0,0,0
2001,Spirited Away,13,83,274,Fantasy,Adventure,Animation,Family,0,0,0
2001,Hedwig and the Angry Inch,25,74,0,Comedy,Music,0,0,0,0,0
2001,Ghost World,11,71,0,Comedy,Drama,0,0,0,0,0
2001,Jason X,7,45,16,Horror,Science Fiction,0,0,0,0,0
2001,Planet of the Apes,18,56,362,Thriller,Science Fiction,Action,Adventure,0,0,0
2001,Rat Race,8,60,85,Adventure,Comedy,0,0,0,0,0
2001,The Others,10,74,0,Horror,Drama,Mystery,Thriller,0,0,0
2001,The Princess Diaries,20,65,165,Comedy,Family,Romance,0,0,0,0
2001,Rush Hour 2,11,64,347,Action,Comedy,Crime,Thriller,0,0,0
2001,Original Sin,12,58,35,Drama,Thriller,Mystery,Romance,0,0,0
2001,The Curse of the Jade Scorpion,30,65,0,Comedy,Crime,Mystery,Romance,Thriller,0,0
2001,Osmosis Jones,13,59,13,Adventure,Animation,Action,Comedy,Family,0,0
2001,Session 9,9,62,0,Horror,Mystery,0,0,0,0,0
2001,American Pie 2,14,60,287,Comedy,Romance,0,0,0,0,0
2001,The Legend of Suriyothai,24,51,0,Drama,Foreign,History,War,0,0,0
2001,Captain Corelli's Mandolin,26,55,62,Drama,History,Romance,0,0,0,0
2001,American Outlaws,16,57,13,Action,Western,0,0,0,0,0
2001,Summer Catch,12,48,19,Drama,Comedy,Romance,0,0,0,0
2001,Jay and Silent Bob Strike Back,30,64,33,Comedy,0,0,0,0,0,0
2001,Lucky Break,11,65,0,Action,Comedy,0,0,0,0,0
2001,Ghosts of Mars,14,48,14,Action,Horror,Science Fiction,0,0,0,0
2001,Bubble Boy,10,51,0,Adventure,Comedy,Drama,Romance,0,0,0
2001,Monsoon Wedding,15,68,0,Comedy,Drama,Romance,0,0,0,0
2001,O,1,58,16,Drama,Romance,Thriller,0,0,0,0
2001,Lovely & Amazing,16,63,4,Comedy,Drama,Romance,0,0,0,0
2001,Betty Fisher and Other Stories,30,70,0,Drama,Thriller,Crime,Foreign,0,0,0
2001,Thirteen Conversations About One Thing,38,64,0,Drama,0,0,0,0,0,0
2001,Rock Star,9,60,16,Music,Drama,Comedy,0,0,0,0
2001,Soul Survivors,14,44,0,Horror,Mystery,Thriller,0,0,0,0
2001,Birthday Girl,13,61,0,Comedy,Crime,Thriller,0,0,0,0
2001,Two Can Play That Game,22,66,0,Comedy,Romance,0,0,0,0,0
2001,The Musketeer,13,52,27,Action,Adventure,Drama,0,0,0,0
2001,Megiddo: The Omega Code 2,25,36,0,Action,Science Fiction,Thriller,0,0,0,0
2001,Knockaround Guys,16,59,12,Crime,Thriller,0,0,0,0,0
2001,Hearts in Atlantis,18,64,24,Drama,Mystery,0,0,0,0,0
2001,Buffalo Soldiers,16,65,0,Drama,Comedy,War,Crime,Thriller,0,0
2001,Last Orders,11,60,0,Comedy,Drama,0,0,0,0,0
2001,The Lost Skeleton of Cadavra,28,65,0,Comedy,Horror,Science Fiction,0,0,0,0
2001,The Glass House,15,54,23,Drama,Thriller,0,0,0,0,0
2001,Hardball,8,63,40,Comedy,Romance,0,0,0,0,0
2001,Ayurveda: Art of Being,22,55,2,Documentary,0,0,0,0,0,0
2001,Glitter,7,34,5,Drama,Romance,0,0,0,0,0
2001,Zoolander,9,61,60,Comedy,0,0,0,0,0,0
2001,Don't Say a Word,16,60,100,Thriller,0,0,0,0,0,0
2001,Training Day,12,73,104,Action,Crime,Drama,Thriller,0,0,0
2001,The Royal Tenenbaums,20,74,71,Comedy,Drama,0,0,0,0,0
2001,Serendipity,11,66,77,Comedy,Romance,0,0,0,0,0
2001,Max Keeble's Big Move,21,54,17,Comedy,Family,Fantasy,Science Fiction,0,0,0
2001,Joy Ride,8,63,36,Mystery,Thriller,Drama,0,0,0,0
2001,Corky Romano,12,41,23,Action,Comedy,Crime,0,0,0,0
2001,Bandits,7,62,67,Action,Comedy,Crime,Romance,0,0,0
2001,All The Queen's Men,19,61,0,Action,Comedy,Drama,History,0,0,0
2001,The Last Castle,15,70,27,Action,Drama,Thriller,0,0,0,0
2001,Riding in Cars with Boys,24,65,35,Comedy,Drama,Romance,0,0,0,0
2001,From Hell,9,66,74,Horror,Mystery,Thriller,0,0,0,0
2001,K-PAX,5,71,50,Drama,Science Fiction,0,0,0,0,0
2001,Life as a House,15,72,0,Drama,0,0,0,0,0,0
2001,Thir13en Ghosts,15,54,0,Horror,Thriller,0,0,0,0,0
2001,On the Line,11,41,0,Comedy,Family,Romance,0,0,0,0
2001,Domestic Disturbance,20,54,54,Mystery,Thriller,Crime,0,0,0,0
2001,Wasabi,6,62,0,Drama,Action,Comedy,0,0,0,0
2001,Shallow Hal,11,57,141,Comedy,Romance,0,0,0,0,0
2001,Monsters, Inc.,14,75,562,Animation,Comedy,Family,0,0,0,0
2001,The One,7,57,72,Action,Science Fiction,Thriller,0,0,0,0
2001,Everything Put Together,23,50,0,Drama,0,0,0,0,0,0
2001,Gosford Park,12,68,87,Drama,Mystery,Thriller,0,0,0,0
2001,Monster's Ball,14,65,44,Drama,Romance,0,0,0,0,0
2001,The Wash,8,53,10,Action,Comedy,0,0,0,0,0
2001,Harry Potter and the Philosopher's Stone,40,75,976,Adventure,Fantasy,Family,0,0,0,0
2001,Frailty,7,70,13,Drama,Thriller,Crime,0,0,0,0
2001,Behind Enemy Lines,18,60,91,Action,Drama,Thriller,War,0,0,0
2001,Spy Game,8,68,143,Action,Crime,Thriller,0,0,0,0
2001,Out Cold,8,58,14,Comedy,0,0,0,0,0,0
2001,Black Knight,12,51,0,Adventure,Comedy,Fantasy,0,0,0,0
2001,Novocaine,9,60,2,Comedy,Crime,Thriller,0,0,0,0
2001,In the Bedroom,14,64,0,Drama,Thriller,0,0,0,0,0
2001,Texas Rangers,13,54,0,Action,Western,0,0,0,0,0
2001,Impostor,8,61,0,Action,Science Fiction,Thriller,0,0,0,0
2001,The 51st State,14,59,0,Thriller,Action,Comedy,Crime,0,0,0
2001,Ocean's Eleven,14,72,450,Thriller,Crime,0,0,0,0,0
2001,Not Another Teen Movie,22,55,66,Comedy,0,0,0,0,0,0
2001,Vanilla Sky,11,65,203,Drama,Mystery,Romance,Science Fiction,Thriller,0,0
2001,Nowhere in Africa,17,70,0,Drama,0,0,0,0,0,0
2001,Ali,3,67,87,Drama,0,0,0,0,0,0
2001,A Beautiful Mind,16,77,313,Drama,Romance,0,0,0,0,0
2001,Winged Migration,16,70,20,Documentary,0,0,0,0,0,0
2001,Iris,4,62,0,Drama,Romance,0,0,0,0,0
2001,The Shipping News,17,64,0,Drama,Romance,0,0,0,0,0
2001,The Lord of the Rings: The Fellowship of the Ring,49,80,871,Adventure,Fantasy,Action,0,0,0,0
2001,The Majestic,12,66,37,Drama,Romance,0,0,0,0,0
2001,Joe Somebody,12,55,0,Comedy,0,0,0,0,0,0
2001,Jimmy Neutron: Boy Genius,25,56,80,Action,Adventure,Animation,Comedy,Family,Fantasy,Science Fiction
2001,How High,8,63,31,Comedy,0,0,0,0,0,0
2001,Kate & Leopold,14,60,0,Comedy,Fantasy,Romance,Science Fiction,0,0,0
2001,Mean Machine,12,60,0,Comedy,Drama,0,0,0,0,0
2001,I Am Sam,8,72,92,Drama,0,0,0,0,0,0
2001,Black Hawk Down,15,72,172,Action,History,War,0,0,0,0
2002,The Slaughter Rule,18,62,0,Drama,0,0,0,0,0,0
2002,The Heart of Me,15,77,0,Drama,Romance,0,0,0,0,0
2002,Salton Sea,10,70,0,Drama,Mystery,Thriller,0,0,0,0
2002,Real Women Have Curves,22,58,0,Comedy,Drama,0,0,0,0,0
2002,Morvern Callar,14,72,0,Drama,0,0,0,0,0,0
2002,Highway,7,56,0,Action,Adventure,Drama,0,0,0,0
2002,Fabled,6,0,0,Drama,Mystery,Thriller,0,0,0,0
2002,City of Ghosts,14,54,0,Thriller,0,0,0,0,0,0
2002,D-Tox,5,53,6,Action,Thriller,0,0,0,0,0
2002,8 Women,7,69,0,Comedy,Thriller,Music,Crime,Mystery,0,0
2002,Secretary,9,67,9,Comedy,Drama,Romance,0,0,0,0
2002,Blue Car,8,67,0,Drama,0,0,0,0,0,0
2002,The Good Girl,13,61,16,Drama,Comedy,Romance,0,0,0,0
2002,Gerry,5,62,0,Mystery,Drama,Adventure,0,0,0,0
2002,Better Luck Tomorrow,20,65,0,Crime,Drama,0,0,0,0,0
2002,May,3,63,0,Drama,Horror,Thriller,Romance,0,0,0
2002,The Business of Fancydancing,28,80,0,Music,Drama,0,0,0,0,0
2002,Narc,4,68,12,Action,Crime,Drama,Thriller,0,0,0
2002,Manito,6,55,0,Drama,0,0,0,0,0,0
2002,The Jimmy Show,14,80,0,Comedy,Drama,0,0,0,0,0
2002,Bloody Sunday,13,72,0,Action,Adventure,Drama,History,0,0,0
2002,Snow Dogs,9,53,0,Adventure,Comedy,Family,0,0,0,0
2002,The Count of Monte Cristo,25,73,75,Action,Adventure,Drama,Thriller,0,0,0
2002,The Mothman Prophecies,22,61,55,Drama,Horror,Mystery,0,0,0,0
2002,Kung Pow: Enter the Fist,24,61,0,Action,Comedy,0,0,0,0,0
2002,A Walk to Remember,18,75,41,Drama,Romance,0,0,0,0,0
2002,The Singles Ward,16,75,0,Comedy,Drama,Family,Romance,0,0,0
2002,Slackers,8,54,6,Comedy,Romance,0,0,0,0,0
2002,Rabbit-Proof Fence,18,68,0,Adventure,Drama,Action,History,0,0,0
2002,City of God,11,81,30,Drama,Crime,0,0,0,0,0
2002,Collateral Damage,17,55,78,Action,Thriller,Drama,0,0,0,0
2002,Rollerball,10,34,0,Action,Science Fiction,Thriller,0,0,0,0
2002,Big Fat Liar,12,56,52,Comedy,Family,0,0,0,0,0
2002,Queen of the Damned,19,54,45,Drama,Fantasy,Horror,0,0,0,0
2002,Amen.,5,71,0,Drama,History,0,0,0,0,0
2002,Return to Never Land,20,61,109,Adventure,Fantasy,Animation,Family,0,0,0
2002,John Q,6,70,102,Drama,Thriller,Crime,0,0,0,0
2002,Hart's War,10,59,32,Drama,War,0,0,0,0,0
